id_employe,date_formation,theme,nb_heures,cout
1468,2025-09-27,Python,7,301
1469,2025-12-07,Leadership,14,1022
1471,2025-05-14,Excel avancé,21,1239
1471,2025-05-02,Sécurité informatique,14,1008
1471,2025-02-20,Excel avancé,21,1197
1472,2025-02-09,Excel avancé,7,525
1472,2025-05-29,Sécurité informatique,14,896
1475,2025-07-15,Gestion du stress,14,1092
1475,2025-08-17,Python,14,1092
1475,2025-04-29,Sécurité informatique,21,1659
1476,2025-03-06,Comptabilité,7,448
1478,2025-01-26,Excel avancé,7,455
1479,2025-11-16,Excel avancé,7,511
1479,2025-01-18,Excel avancé,7,308
1480,2025-04-26,Excel avancé,14,854
1480,2025-04-23,Python,14,658
1480,2025-06-27,Leadership,7,497
1481,2025-10-10,Comptabilité,21,1050
1482,2025-07-22,Python,21,1176
1482,2025-08-20,Comptabilité,7,476
1483,2025-07-23,Leadership,14,854
1483,2025-05-12,Python,7,560
1484,2025-06-18,Sécurité informatique,14,980
1484,2025-12-11,Excel avancé,21,1512
1484,2025-09-24,Sécurité informatique,7,525
1486,2025-02-21,Leadership,14,896
1486,2025-05-14,Sécurité informatique,14,1092
1488,2025-12-17,Python,14,574
1488,2025-07-10,Leadership,21,1428
1488,2025-05-20,Excel avancé,7,371
1489,2025-10-19,Sécurité informatique,14,574
1489,2025-03-15,Python,7,511
1489,2025-03-06,Comptabilité,7,518
1490,2025-12-19,Gestion du stress,21,861
1490,2025-12-23,Python,7,364
1490,2025-11-12,Sécurité informatique,7,357
1491,2025-06-06,Sécurité informatique,14,980
1491,2025-01-08,Comptabilité,21,1470
1492,2025-03-30,Gestion du stress,21,945
1492,2025-03-29,Comptabilité,7,399
1493,2025-10-10,Comptabilité,7,532
1493,2025-02-20,Python,7,413
1493,2025-03-24,Excel avancé,14,616
1494,2025-10-13,Python,21,1428
1498,2025-01-09,Sécurité informatique,7,294
1498,2025-08-18,Python,7,406
1499,2025-07-15,Leadership,14,854
1500,2025-03-07,Leadership,14,616
1500,2025-02-17,Sécurité informatique,7,434
1500,2025-05-23,Leadership,21,1470
1503,2025-10-04,Gestion du stress,21,1239
1506,2025-09-10,Excel avancé,7,462
1506,2025-11-04,Leadership,21,945
1507,2025-01-15,Python,14,1078
1507,2025-05-26,Comptabilité,21,1596
1507,2025-12-07,Gestion du stress,21,1176
1508,2025-09-06,Sécurité informatique,14,714
1508,2025-04-10,Python,21,1344
1509,2025-10-27,Gestion du stress,7,378
1509,2025-07-27,Sécurité informatique,21,882
1509,2025-08-31,Leadership,14,952
1510,2025-01-19,Comptabilité,21,840
1510,2025-08-19,Leadership,14,672
1511,2025-01-19,Excel avancé,14,728
1511,2025-09-15,Excel avancé,21,1323
1512,2025-02-11,Comptabilité,21,1008
1513,2025-09-11,Python,21,1596
1513,2025-11-21,Comptabilité,7,476
1513,2025-01-08,Gestion du stress,21,882
1514,2025-01-19,Python,21,1218
1514,2025-09-25,Leadership,7,385
1515,2025-02-14,Gestion du stress,14,1092
1516,2025-06-11,Sécurité informatique,14,826
1516,2025-06-22,Gestion du stress,21,1323
1517,2025-05-28,Comptabilité,21,1512
1518,2025-02-17,Gestion du stress,14,728
1519,2025-08-01,Excel avancé,21,1323
1519,2025-04-09,Leadership,7,385
1519,2025-07-04,Comptabilité,7,469
1522,2025-09-30,Excel avancé,21,1134
1523,2025-03-01,Leadership,21,1638
1523,2025-03-21,Comptabilité,7,434
1523,2025-09-27,Comptabilité,21,1239
1524,2025-09-24,Gestion du stress,7,392
1524,2025-09-02,Gestion du stress,21,840
1524,2025-01-04,Leadership,21,1386
1526,2025-04-27,Gestion du stress,14,700
1526,2025-06-13,Sécurité informatique,21,1281
1527,2025-09-14,Comptabilité,21,1617
1527,2025-02-09,Comptabilité,14,1050
1527,2025-09-15,Leadership,21,1470
1530,2025-07-22,Comptabilité,21,1659
1531,2025-04-15,Comptabilité,14,868
1532,2025-08-30,Leadership,14,896
1532,2025-08-24,Python,14,966
1532,2025-09-30,Gestion du stress,14,686
1533,2025-02-23,Sécurité informatique,14,840
1533,2025-06-12,Gestion du stress,21,1071
1533,2025-11-19,Gestion du stress,7,294
1534,2025-12-15,Excel avancé,21,1365
1535,2025-02-10,Sécurité informatique,21,1176
1536,2025-07-18,Leadership,21,903
1536,2025-10-07,Gestion du stress,7,322
1537,2025-08-28,Excel avancé,14,644
1537,2025-02-15,Python,14,812
1537,2025-04-20,Python,14,560
1539,2025-02-14,Gestion du stress,21,1260
1541,2025-11-01,Sécurité informatique,21,840
1543,2025-02-11,Excel avancé,14,1008
1543,2025-07-13,Comptabilité,7,504
1543,2025-03-19,Excel avancé,7,490
1544,2025-08-25,Comptabilité,21,1197
1544,2025-03-19,Comptabilité,14,784
1544,2025-10-30,Excel avancé,14,910
1545,2025-04-13,Python,21,1617
1546,2025-11-19,Gestion du stress,14,1008
1546,2025-07-23,Gestion du stress,7,343
1546,2025-03-20,Comptabilité,14,616
1548,2025-05-20,Leadership,14,854
1548,2025-10-01,Comptabilité,7,406
1549,2025-06-09,Python,14,798
1549,2025-04-25,Python,21,1092
1549,2025-03-04,Comptabilité,7,427
1550,2025-01-16,Gestion du stress,14,560
1551,2025-08-01,Sécurité informatique,21,861
1551,2025-07-12,Gestion du stress,14,770
1552,2025-12-20,Sécurité informatique,14,938
1552,2025-03-22,Gestion du stress,21,1512
1552,2025-09-25,Python,14,686
1554,2025-12-29,Excel avancé,21,1533
1554,2025-07-06,Sécurité informatique,21,1008
1554,2025-05-09,Python,21,1617
1555,2025-04-02,Gestion du stress,14,868
1555,2025-01-02,Excel avancé,14,966
1556,2025-01-05,Sécurité informatique,21,1575
1556,2025-09-18,Sécurité informatique,21,840
1561,2025-02-04,Python,21,1407
1561,2025-12-19,Python,14,812
1561,2025-02-12,Comptabilité,7,301
1562,2025-11-21,Excel avancé,14,868
1563,2025-08-11,Sécurité informatique,14,742
1564,2025-09-17,Comptabilité,21,1491
1564,2025-07-11,Python,21,1575
1564,2025-02-27,Excel avancé,7,469
1565,2025-02-04,Gestion du stress,7,553
1565,2025-10-30,Gestion du stress,21,1281
1567,2025-07-18,Gestion du stress,14,854
1567,2025-01-30,Leadership,7,525
1568,2025-10-09,Gestion du stress,7,371
1568,2025-10-09,Leadership,7,378
1568,2025-02-09,Excel avancé,7,518
1569,2025-12-18,Python,7,434
1570,2025-04-10,Comptabilité,21,966
1570,2025-09-08,Gestion du stress,14,1106
1571,2025-03-31,Comptabilité,7,553
1571,2025-06-27,Gestion du stress,14,854
1571,2025-04-25,Excel avancé,21,1239
1572,2025-04-13,Python,21,1008
1573,2025-06-30,Gestion du stress,7,392
1573,2025-01-20,Python,21,1281
1573,2025-02-08,Python,14,602
1574,2025-11-12,Python,14,602
1574,2025-03-09,Leadership,7,518
1574,2025-12-06,Comptabilité,21,1092
1575,2025-01-16,Gestion du stress,21,1365
1576,2025-11-27,Excel avancé,14,1036
1577,2025-04-23,Leadership,7,504
1578,2025-05-20,Leadership,21,861
1578,2025-11-08,Leadership,14,1106
1578,2025-09-20,Sécurité informatique,14,644
1579,2025-05-02,Sécurité informatique,21,1029
1579,2025-06-15,Comptabilité,7,483
1580,2025-10-14,Excel avancé,14,1120
1580,2025-02-15,Python,7,539
1580,2025-02-06,Comptabilité,14,1106
1581,2025-11-27,Excel avancé,14,714
1581,2025-10-22,Leadership,21,882
1582,2025-12-12,Comptabilité,7,518
1582,2025-01-18,Leadership,21,882
1582,2025-01-04,Leadership,7,406
1583,2025-11-27,Comptabilité,14,1036
1583,2025-02-23,Leadership,21,1659
1583,2025-09-15,Excel avancé,14,756
1584,2025-09-09,Comptabilité,21,1533
1584,2025-03-08,Excel avancé,7,322
1587,2025-05-08,Sécurité informatique,7,336
1588,2025-05-19,Gestion du stress,7,434
1590,2025-12-14,Sécurité informatique,7,462
1590,2025-06-19,Sécurité informatique,14,798
1591,2025-08-30,Excel avancé,21,1428
1591,2025-04-15,Comptabilité,14,700
1591,2025-12-08,Gestion du stress,14,952
1592,2025-10-12,Leadership,21,1617
1592,2025-02-06,Leadership,7,532
1593,2025-05-25,Excel avancé,7,518
1594,2025-11-13,Leadership,7,357
1594,2025-05-14,Gestion du stress,7,329
1594,2025-03-13,Sécurité informatique,7,322
1595,2025-02-14,Comptabilité,7,560
1595,2025-06-05,Leadership,14,630
1596,2025-06-05,Excel avancé,7,504
1596,2025-06-27,Python,21,1302
1598,2025-04-16,Sécurité informatique,14,1008
1599,2025-11-21,Gestion du stress,21,903
1603,2025-05-30,Python,7,315
1605,2025-09-25,Excel avancé,7,322
1606,2025-11-27,Excel avancé,21,1302
1606,2025-07-05,Excel avancé,7,371
1607,2025-11-07,Gestion du stress,7,287
1607,2025-06-13,Leadership,7,329
1607,2025-09-09,Comptabilité,14,1022
1608,2025-12-11,Leadership,14,952
1608,2025-11-06,Leadership,21,1344
1608,2025-03-06,Leadership,7,301
1610,2025-02-13,Python,21,1428
1610,2025-02-21,Leadership,21,1596
1612,2025-09-28,Python,14,952
1613,2025-10-10,Leadership,7,385
1613,2025-01-23,Leadership,21,1533
1615,2025-11-24,Python,21,945
1616,2025-03-03,Python,14,602
1616,2025-02-10,Comptabilité,14,1022
1617,2025-06-11,Python,21,945
1618,2025-12-20,Python,7,287
1618,2025-08-18,Leadership,21,861
1619,2025-07-07,Leadership,14,1120
1620,2025-11-08,Comptabilité,14,868
1620,2025-08-09,Comptabilité,7,469
1621,2025-09-21,Gestion du stress,14,1120
1621,2025-06-20,Leadership,14,658
1621,2025-03-12,Comptabilité,21,1323
1622,2025-08-26,Sécurité informatique,14,1106
1622,2025-05-28,Python,21,966
1623,2025-10-30,Python,14,756
1623,2025-05-20,Python,21,1134
1623,2025-08-26,Sécurité informatique,7,392
1624,2025-01-12,Gestion du stress,21,1092
1625,2025-12-01,Sécurité informatique,7,469
1625,2025-09-23,Python,7,413
1627,2025-12-08,Comptabilité,14,896
1627,2025-11-22,Python,14,658
1627,2025-10-10,Python,14,728
1628,2025-12-13,Comptabilité,21,1680
1628,2025-02-20,Gestion du stress,14,1050
1628,2025-07-07,Leadership,21,1407
1629,2025-12-24,Sécurité informatique,7,420
1629,2025-07-09,Excel avancé,21,1155
1629,2025-02-13,Comptabilité,14,1078
1630,2025-12-11,Gestion du stress,7,504
1630,2025-06-09,Comptabilité,7,329
1630,2025-06-21,Excel avancé,21,1575
1631,2025-01-18,Sécurité informatique,14,910
1632,2025-01-25,Python,14,966
1633,2025-04-12,Gestion du stress,14,1120
1633,2025-09-12,Excel avancé,7,280
1633,2025-05-03,Comptabilité,21,861
1634,2025-01-05,Gestion du stress,14,826
1635,2025-10-01,Python,21,1197
1636,2025-12-04,Python,7,294
1636,2025-09-21,Comptabilité,14,952
1637,2025-07-23,Python,21,1008
1638,2025-10-26,Sécurité informatique,14,1106
1639,2025-10-16,Leadership,7,525
1640,2025-08-12,Comptabilité,21,1176
1640,2025-10-09,Gestion du stress,7,441
1641,2025-08-08,Comptabilité,14,826
1641,2025-03-28,Python,7,511
1641,2025-09-18,Sécurité informatique,7,329
1642,2025-12-06,Comptabilité,14,644
1642,2025-05-12,Sécurité informatique,21,1134
1642,2025-07-21,Leadership,21,1134
1643,2025-07-23,Comptabilité,7,385
1646,2025-09-25,Gestion du stress,7,343
1646,2025-09-30,Gestion du stress,14,574
1646,2025-08-29,Python,7,350
1647,2025-02-06,Leadership,21,1491
1647,2025-06-18,Sécurité informatique,14,910
1647,2025-09-14,Excel avancé,7,420
1648,2025-10-10,Sécurité informatique,21,1533
1648,2025-04-07,Comptabilité,14,826
1648,2025-07-07,Leadership,14,1022
1649,2025-05-15,Excel avancé,14,826
1649,2025-09-15,Sécurité informatique,14,770
1650,2025-09-20,Excel avancé,21,1071
1650,2025-09-07,Python,7,434
1650,2025-05-30,Leadership,7,350
1651,2025-02-27,Comptabilité,14,1064
1654,2025-11-22,Comptabilité,21,1680
1655,2025-11-17,Excel avancé,7,287
1655,2025-08-05,Sécurité informatique,21,966
1655,2025-12-13,Gestion du stress,21,1491
1656,2025-08-27,Comptabilité,14,700
1656,2025-01-22,Leadership,14,966
1656,2025-01-05,Leadership,21,1491
1657,2025-09-07,Python,14,938
1657,2025-12-29,Python,14,560
1657,2025-03-02,Leadership,21,1281
1659,2025-07-16,Python,7,539
1659,2025-11-26,Comptabilité,21,1344
1660,2025-07-02,Python,7,343
1660,2025-11-27,Excel avancé,21,840
1661,2025-07-12,Comptabilité,7,483
1661,2025-12-04,Excel avancé,21,1533
1661,2025-03-06,Gestion du stress,7,490
1664,2025-01-30,Python,21,1491
1665,2025-10-19,Comptabilité,21,1533
1666,2025-07-10,Leadership,21,1344
1666,2025-05-05,Comptabilité,14,700
1666,2025-04-04,Python,21,840
1667,2025-05-09,Comptabilité,7,539
1667,2025-04-19,Sécurité informatique,14,1064
1668,2025-01-20,Sécurité informatique,21,1533
1669,2025-07-16,Comptabilité,21,1239
1670,2025-03-28,Excel avancé,7,343
1670,2025-08-02,Sécurité informatique,21,861
1670,2025-09-07,Sécurité informatique,21,1281
1671,2025-05-28,Excel avancé,14,840
1671,2025-06-06,Sécurité informatique,14,826
1672,2025-11-14,Python,21,1680
1672,2025-04-02,Sécurité informatique,14,742
1672,2025-01-31,Comptabilité,21,840
1676,2025-06-28,Sécurité informatique,7,322
1676,2025-06-22,Python,21,1596
1677,2025-11-08,Excel avancé,21,1512
1677,2025-08-11,Excel avancé,7,560
1678,2025-06-24,Excel avancé,7,469
1678,2025-02-04,Python,14,882
1679,2025-11-29,Excel avancé,14,714
1679,2025-07-13,Gestion du stress,21,1596
1680,2025-06-23,Python,14,1036
1680,2025-05-03,Excel avancé,14,616
1681,2025-02-16,Sécurité informatique,21,1302
1681,2025-07-13,Python,21,1029
1683,2025-10-17,Gestion du stress,14,630
1683,2025-09-11,Gestion du stress,7,336
1683,2025-01-07,Comptabilité,7,504
1684,2025-02-09,Python,14,672
1684,2025-06-06,Leadership,7,350
1687,2025-06-10,Gestion du stress,21,1218
1687,2025-01-14,Python,14,574
1688,2025-08-05,Sécurité informatique,7,308
1689,2025-08-02,Comptabilité,7,350
1689,2025-01-01,Sécurité informatique,14,588
1692,2025-11-17,Python,14,574
1692,2025-02-05,Python,14,1078
1693,2025-11-04,Python,14,784
1693,2025-08-23,Leadership,7,357
1694,2025-08-29,Python,14,994
1695,2025-09-05,Sécurité informatique,7,441
1695,2025-04-29,Sécurité informatique,21,1449
1695,2025-12-12,Sécurité informatique,21,1554
1696,2025-07-17,Comptabilité,7,287
1697,2025-08-07,Gestion du stress,7,329
1697,2025-03-22,Comptabilité,14,1078
1697,2025-09-12,Python,21,1134
1698,2025-09-18,Comptabilité,7,532
1698,2025-06-27,Excel avancé,7,427
1698,2025-05-13,Gestion du stress,21,903
1702,2025-05-22,Comptabilité,7,392
1702,2025-11-17,Comptabilité,14,1008
1702,2025-01-22,Leadership,7,504
1703,2025-11-14,Comptabilité,7,448
1703,2025-03-28,Gestion du stress,21,1260
1704,2025-11-24,Gestion du stress,14,644
1704,2025-06-26,Python,21,1344
1705,2025-05-09,Sécurité informatique,21,1029
1705,2025-08-06,Sécurité informatique,21,1533
1706,2025-10-26,Python,21,1512
1706,2025-08-29,Comptabilité,7,315
1707,2025-08-21,Comptabilité,21,1407
1707,2025-07-03,Python,7,525
1707,2025-10-06,Sécurité informatique,14,938
1708,2025-09-13,Excel avancé,21,903
1709,2025-05-22,Sécurité informatique,7,448
1709,2025-10-06,Sécurité informatique,21,1638
1710,2025-06-25,Sécurité informatique,21,966
1711,2025-02-14,Leadership,14,574
1711,2025-02-07,Python,21,861
1712,2025-10-22,Sécurité informatique,14,840
1712,2025-09-13,Python,14,588
1714,2025-03-28,Gestion du stress,14,1022
1718,2025-01-01,Python,7,315
1719,2025-05-13,Leadership,7,441
1721,2025-05-18,Leadership,7,448
1721,2025-11-19,Sécurité informatique,14,1106
1721,2025-09-04,Comptabilité,21,1407
1722,2025-11-07,Leadership,7,518
1722,2025-04-24,Gestion du stress,14,854
1722,2025-08-01,Python,21,1365
1723,2025-07-22,Excel avancé,21,1323
1724,2025-05-26,Leadership,14,826
1724,2025-09-30,Excel avancé,14,588
1725,2025-02-11,Gestion du stress,14,798
1725,2025-01-18,Sécurité informatique,7,336
1726,2025-12-15,Sécurité informatique,14,588
1726,2025-03-05,Python,21,1071
1728,2025-07-11,Excel avancé,21,1323
1728,2025-02-24,Leadership,7,280
1729,2025-11-16,Excel avancé,7,420
1729,2025-10-06,Leadership,14,952
1729,2025-10-16,Comptabilité,14,1064
1730,2025-10-08,Sécurité informatique,7,532
1730,2025-06-08,Gestion du stress,21,861
1731,2025-02-11,Excel avancé,7,427
1731,2025-04-09,Sécurité informatique,14,798
1732,2025-08-26,Leadership,7,413
1732,2025-03-18,Excel avancé,14,644
1734,2025-03-14,Sécurité informatique,21,1575
1734,2025-02-16,Comptabilité,7,476
1734,2025-12-28,Gestion du stress,21,1281
1735,2025-11-27,Comptabilité,14,700
1735,2025-06-02,Excel avancé,7,385
1738,2025-03-25,Leadership,21,1680
1738,2025-06-27,Excel avancé,14,770
1739,2025-11-17,Sécurité informatique,14,882
1739,2025-10-31,Gestion du stress,21,1071
1740,2025-03-16,Gestion du stress,7,287
1740,2025-10-06,Excel avancé,7,420
1741,2025-05-12,Python,14,630
1741,2025-02-11,Comptabilité,7,371
1742,2025-10-22,Excel avancé,14,1120
1742,2025-06-10,Excel avancé,14,854
1742,2025-01-19,Excel avancé,14,644
1743,2025-12-26,Python,21,1092
1745,2025-09-03,Python,7,539
1745,2025-11-22,Leadership,14,588
1745,2025-09-19,Python,21,840
1746,2025-08-17,Leadership,7,420
1747,2025-02-17,Gestion du stress,21,1491
1747,2025-10-27,Sécurité informatique,14,840
1747,2025-12-13,Sécurité informatique,7,343
1748,2025-06-24,Gestion du stress,14,896
1749,2025-06-27,Python,7,448
1750,2025-09-13,Gestion du stress,21,1617
1750,2025-08-17,Leadership,14,896
1754,2025-07-15,Comptabilité,21,1554
1754,2025-02-22,Gestion du stress,14,602
1755,2025-07-13,Python,21,1071
1755,2025-01-02,Excel avancé,7,539
1756,2025-07-25,Sécurité informatique,21,1176
1758,2025-10-13,Leadership,7,462
1758,2025-01-19,Gestion du stress,7,441
1758,2025-08-03,Sécurité informatique,21,987
1759,2025-12-30,Python,7,357
1759,2025-06-18,Sécurité informatique,14,910
1760,2025-11-22,Gestion du stress,7,462
1760,2025-08-16,Python,7,308
1760,2025-07-07,Python,21,1491
1761,2025-12-25,Gestion du stress,7,378
1761,2025-07-17,Excel avancé,14,882
1762,2025-10-31,Python,14,630
1762,2025-12-24,Python,14,714
1763,2025-12-20,Excel avancé,14,896
1763,2025-03-10,Excel avancé,7,294
1764,2025-09-26,Gestion du stress,21,1512
1764,2025-08-13,Leadership,14,560
1764,2025-03-09,Gestion du stress,21,1680
1765,2025-10-11,Comptabilité,21,1596
1765,2025-11-13,Excel avancé,21,1323
1766,2025-02-19,Comptabilité,14,658
1766,2025-02-10,Comptabilité,14,644
1766,2025-05-31,Comptabilité,14,644
1767,2025-09-13,Leadership,7,322
1768,2025-08-22,Leadership,7,434
1768,2025-08-24,Gestion du stress,21,840
1769,2025-12-09,Leadership,14,574
1769,2025-05-05,Gestion du stress,21,1638
1769,2025-07-15,Leadership,21,1491
1770,2025-12-09,Leadership,21,1575
1770,2025-05-30,Python,7,462
1771,2025-06-12,Excel avancé,7,406
1772,2025-08-25,Python,14,1050
1772,2025-12-22,Excel avancé,21,1512
1772,2025-09-26,Comptabilité,21,1218
1773,2025-10-24,Python,21,1680
1773,2025-04-07,Sécurité informatique,7,504
1774,2025-04-17,Sécurité informatique,7,322
1774,2025-06-04,Comptabilité,21,1029
1774,2025-05-14,Sécurité informatique,14,686
1775,2025-04-25,Excel avancé,14,644
1777,2025-06-25,Sécurité informatique,7,525
1777,2025-11-09,Gestion du stress,7,539
1777,2025-02-21,Sécurité informatique,14,728
1778,2025-02-23,Leadership,14,938
1778,2025-06-10,Sécurité informatique,21,1260
1778,2025-08-22,Leadership,14,1106
1779,2025-09-29,Sécurité informatique,7,371
1779,2025-12-11,Excel avancé,21,1470
1779,2025-10-18,Excel avancé,21,1344
1780,2025-07-18,Comptabilité,21,1680
1781,2025-04-27,Comptabilité,14,1092
1782,2025-11-24,Gestion du stress,14,728
1783,2025-09-30,Python,7,378
1785,2025-08-01,Comptabilité,7,308
1785,2025-12-01,Leadership,21,1638
1785,2025-05-02,Python,14,952
1787,2025-10-04,Gestion du stress,14,658
1787,2025-10-14,Excel avancé,7,560
1787,2025-12-30,Leadership,7,357
1788,2025-08-03,Sécurité informatique,21,1092
1788,2025-09-03,Excel avancé,21,903
1788,2025-03-26,Gestion du stress,7,413
1790,2025-03-20,Sécurité informatique,14,1022
1792,2025-03-23,Gestion du stress,21,1323
1792,2025-08-31,Leadership,21,1491
1792,2025-10-05,Comptabilité,7,413
1793,2025-04-23,Gestion du stress,7,301
1793,2025-09-24,Comptabilité,7,378
1793,2025-05-15,Sécurité informatique,21,1428
1794,2025-12-24,Excel avancé,7,399
1794,2025-09-19,Comptabilité,14,588
1794,2025-02-21,Python,14,1050
1795,2025-10-03,Sécurité informatique,14,966
1795,2025-09-10,Python,14,700
1795,2025-03-11,Gestion du stress,7,462
1796,2025-07-15,Comptabilité,14,1050
1798,2025-07-30,Python,21,1134
1798,2025-09-27,Comptabilité,21,1386
1798,2025-09-05,Excel avancé,7,308
1800,2025-05-06,Sécurité informatique,14,770
1800,2025-10-03,Excel avancé,7,434
1800,2025-02-14,Comptabilité,21,1155
1801,2025-10-23,Sécurité informatique,21,1575
1801,2025-05-17,Python,7,413
1802,2025-08-07,Comptabilité,7,385
1802,2025-07-06,Sécurité informatique,21,1323
1805,2025-08-15,Gestion du stress,21,1218
1805,2025-08-10,Excel avancé,7,553
1805,2025-09-17,Comptabilité,21,903
1806,2025-10-03,Comptabilité,21,1575
1806,2025-06-12,Gestion du stress,14,700
1808,2025-09-19,Python,7,336
1808,2025-10-18,Leadership,14,798
1810,2025-12-14,Leadership,14,672
1811,2025-11-23,Sécurité informatique,21,1428
1812,2025-07-27,Python,7,553
1812,2025-04-22,Gestion du stress,7,560
1813,2025-12-07,Gestion du stress,21,1680
1813,2025-11-26,Leadership,14,952
1813,2025-06-14,Python,14,854
1814,2025-11-10,Python,14,700
1815,2025-01-05,Gestion du stress,21,1134
1816,2025-07-23,Sécurité informatique,14,560
1816,2025-02-11,Gestion du stress,21,1491
1817,2025-01-10,Comptabilité,7,413
1817,2025-05-28,Python,7,420
1819,2025-02-26,Comptabilité,14,560
1819,2025-01-21,Excel avancé,21,1386
1819,2025-09-18,Sécurité informatique,7,350
1822,2025-01-22,Gestion du stress,21,1155
1823,2025-03-19,Python,14,1120
1823,2025-04-14,Leadership,14,994
1823,2025-10-19,Python,7,553
1824,2025-11-02,Excel avancé,7,329
1826,2025-03-04,Python,21,903
1826,2025-04-22,Comptabilité,14,1120
1827,2025-09-23,Comptabilité,14,742
1827,2025-04-08,Comptabilité,7,385
1829,2025-02-26,Leadership,14,644
1829,2025-11-22,Comptabilité,21,1617
1829,2025-01-25,Python,7,539
1832,2025-09-26,Comptabilité,7,476
1832,2025-11-01,Sécurité informatique,21,882
1832,2025-04-25,Excel avancé,21,1050
1834,2025-03-21,Leadership,21,1554
1834,2025-10-20,Sécurité informatique,21,987
1835,2025-07-30,Excel avancé,7,532
1835,2025-01-13,Gestion du stress,7,350
1835,2025-05-20,Gestion du stress,7,546
1837,2025-11-13,Comptabilité,14,602
1838,2025-06-25,Python,14,728
1838,2025-02-09,Gestion du stress,21,1407
1838,2025-08-28,Excel avancé,21,1596
1839,2025-12-04,Excel avancé,21,1491
1840,2025-09-20,Excel avancé,21,1617
1840,2025-10-15,Leadership,7,385
1840,2025-08-07,Sécurité informatique,7,406
1841,2025-12-02,Sécurité informatique,14,756
1842,2025-03-29,Sécurité informatique,14,1050
1842,2025-10-16,Gestion du stress,7,518
1842,2025-09-09,Gestion du stress,7,413
1843,2025-08-06,Sécurité informatique,14,616
1843,2025-06-01,Sécurité informatique,21,1491
1845,2025-04-03,Python,14,784
1845,2025-07-18,Excel avancé,7,378
1845,2025-11-01,Python,7,497
1846,2025-11-06,Excel avancé,14,812
1846,2025-11-07,Gestion du stress,14,770
1846,2025-09-28,Python,7,294
1847,2025-04-22,Comptabilité,14,994
1847,2025-09-27,Comptabilité,21,1365
1847,2025-09-16,Python,14,938
1849,2025-01-19,Comptabilité,7,336
1849,2025-12-26,Gestion du stress,7,308
1850,2025-05-29,Leadership,14,952
1850,2025-05-31,Comptabilité,21,1638
1850,2025-06-11,Excel avancé,21,1134
1851,2025-11-03,Gestion du stress,21,945
1852,2025-09-24,Excel avancé,14,686
1853,2025-05-02,Gestion du stress,7,322
1856,2025-08-03,Sécurité informatique,21,966
1857,2025-01-21,Leadership,14,994
1857,2025-01-06,Sécurité informatique,21,1239
1859,2025-10-16,Gestion du stress,14,938
1863,2025-04-08,Sécurité informatique,21,1323
1863,2025-03-20,Sécurité informatique,21,1008
1863,2025-08-30,Excel avancé,14,1064
1864,2025-12-04,Python,14,644
1865,2025-10-31,Sécurité informatique,7,280
1865,2025-12-01,Python,14,924
1866,2025-12-04,Gestion du stress,21,1029
1866,2025-06-22,Comptabilité,14,1008
1866,2025-11-19,Sécurité informatique,21,987
1867,2025-03-29,Gestion du stress,21,1260
1867,2025-12-20,Gestion du stress,14,756
1869,2025-09-04,Excel avancé,7,406
1870,2025-10-01,Gestion du stress,21,1281
1870,2025-10-03,Comptabilité,21,1029
1871,2025-09-09,Comptabilité,21,1407
1872,2025-05-23,Leadership,14,672
1872,2025-10-21,Gestion du stress,14,686
1873,2025-08-17,Gestion du stress,14,994
1875,2025-08-01,Python,14,1050
1875,2025-10-14,Sécurité informatique,7,525
1879,2025-08-23,Python,7,385
1879,2025-03-18,Comptabilité,14,644
1879,2025-10-29,Gestion du stress,21,1197
1880,2025-10-09,Python,7,546
1881,2025-03-17,Gestion du stress,7,518
1881,2025-04-25,Excel avancé,14,742
1882,2025-06-24,Gestion du stress,21,840
1882,2025-03-10,Sécurité informatique,7,308
1882,2025-09-23,Leadership,21,861
1884,2025-01-29,Leadership,21,1260
1884,2025-03-14,Sécurité informatique,14,602
1884,2025-03-09,Leadership,21,1386
1885,2025-10-13,Excel avancé,14,868
1885,2025-07-19,Comptabilité,14,1050
1886,2025-02-16,Excel avancé,14,896
1887,2025-05-27,Python,14,994
1888,2025-01-16,Excel avancé,21,1491
1888,2025-06-16,Python,21,1281
1888,2025-04-19,Comptabilité,14,994
1889,2025-08-05,Leadership,7,308
1889,2025-04-13,Gestion du stress,14,826
1890,2025-02-20,Gestion du stress,7,385
1890,2025-03-04,Leadership,7,504
1890,2025-08-15,Leadership,21,1218
1891,2025-11-25,Excel avancé,7,294
1891,2025-04-10,Gestion du stress,21,924
1891,2025-01-03,Sécurité informatique,14,1120
1893,2025-05-09,Sécurité informatique,21,1218
1893,2025-07-01,Sécurité informatique,21,966
1894,2025-10-03,Comptabilité,21,1281
1895,2025-03-02,Sécurité informatique,14,644
1895,2025-01-16,Excel avancé,21,1050
1895,2025-03-01,Sécurité informatique,14,616
1896,2025-12-27,Excel avancé,14,616
1896,2025-05-06,Gestion du stress,21,1092
1896,2025-08-20,Sécurité informatique,21,987
1897,2025-01-20,Gestion du stress,7,490
1899,2025-10-28,Gestion du stress,7,364
1901,2025-12-29,Excel avancé,21,1470
1902,2025-08-31,Python,21,1596
1902,2025-08-28,Excel avancé,14,1120
1904,2025-11-24,Python,21,1659
1904,2025-09-15,Gestion du stress,14,854
1904,2025-04-27,Sécurité informatique,7,462
1905,2025-07-10,Python,7,385
1905,2025-11-03,Gestion du stress,7,469
